"Time (s)  קפיץ 1 עגלה עם משקולת","Position (m)  קפיץ 1 עגלה עם משקולת","Velocity (m/s)  קפיץ 1 עגלה עם משקולת","Acceleration (m/s²)  קפיץ 1 עגלה עם משקולת","Force (N)  קפיץ 1 עגלה עם משקולת","Time (s) קפיץ 1 ללא משקולת","Position (m) קפיץ 1 ללא משקולת","Velocity (m/s) קפיץ 1 ללא משקולת","Acceleration (m/s²) קפיץ 1 ללא משקולת","Force (N) קפיץ 1 ללא משקולת","Time (s) קפיץ 2 עגלה ללא משקולת","Position (m) קפיץ 2 עגלה ללא משקולת","Velocity (m/s) קפיץ 2 עגלה ללא משקולת","Acceleration (m/s²) קפיץ 2 עגלה ללא משקולת","Force (N) קפיץ 2 עגלה ללא משקולת","Time (s) פלסטלינה ללא משקולת","Position (m) פלסטלינה ללא משקולת","Velocity (m/s) פלסטלינה ללא משקולת","Acceleration (m/s²) פלסטלינה ללא משקולת","Force (N) פלסטלינה ללא משקולת"
3.902,,,,0.0,3.902,,,,0.0,3.902,,,,0.0,3.902,,,,0.0
3.904,,,,0.0,3.904,,,,0.0,3.904,,,,0.0,3.904,,,,0.0
3.906,,,,0.0,3.906,,,,0.0,3.906,,,,0.0,3.906,,,,0.0
3.908,,,,0.0,3.908,,,,0.0,3.908,,,,0.0,3.908,,,,0.0
3.910,0.16,0.09,-1.67E-14,0.0,3.910,0.25,0.10,-0.13,0.0,3.910,0.19,0.09,5.83E-14,0.0,3.910,0.19,0.09,0.13,0.0
3.912,,,,0.0,3.912,,,,0.0,3.912,,,,0.0,3.912,,,,0.0
3.914,,,,0.0,3.914,,,,0.0,3.914,,,,0.0,3.914,,,,0.0
3.916,,,,0.0,3.916,,,,0.0,3.916,,,,0.0,3.916,,,,0.0
3.918,,,,0.0,3.918,,,,0.0,3.918,,,,0.0,3.918,,,,0.0
3.920,0.16,0.09,1.10E-13,0.0,3.920,0.25,0.10,0.07,0.0,3.920,0.19,0.09,-4.02E-14,0.0,3.920,0.19,0.09,-0.08,0.0
3.922,,,,0.0,3.922,,,,0.0,3.922,,,,0.0,3.922,,,,0.0
3.924,,,,0.0,3.924,,,,0.0,3.924,,,,0.0,3.924,,,,0.0
3.926,,,,0.0,3.926,,,,0.0,3.926,,,,0.0,3.926,,,,0.0
3.928,,,,0.0,3.928,,,,0.0,3.928,,,,0.0,3.928,,,,0.0
3.930,0.16,0.09,8.05E-14,0.0,3.930,0.25,0.10,0.24,0.0,3.930,0.19,0.09,-5.27E-14,0.0,3.930,0.19,0.08,-0.21,0.0
3.932,,,,0.0,3.932,,,,0.0,3.932,,,,0.0,3.932,,,,0.0
3.934,,,,0.0,3.934,,,,0.0,3.934,,,,0.0,3.934,,,,0.0
3.936,,,,0.0,3.936,,,,0.0,3.936,,,,0.0,3.936,,,,0.0
3.938,,,,0.0,3.938,,,,0.0,3.938,,,,0.0,3.938,,,,0.0
3.940,0.16,0.09,1.11E-14,0.0,3.940,0.25,0.10,0.27,0.0,3.940,0.19,0.09,3.47E-14,0.0,3.940,0.19,0.08,-0.13,0.0
3.942,,,,0.0,3.942,,,,0.0,3.942,,,,0.0,3.942,,,,0.0
3.944,,,,0.0,3.944,,,,0.0,3.944,,,,0.0,3.944,,,,0.0
3.946,,,,0.0,3.946,,,,0.0,3.946,,,,0.0,3.946,,,,0.0
3.948,,,,0.0,3.948,,,,0.0,3.948,,,,0.0,3.948,,,,0.0
3.950,0.16,0.09,-3.12E-14,0.0,3.950,0.25,0.11,0.12,0.0,3.950,0.19,0.09,5.76E-14,0.0,3.950,0.19,0.08,0.08,0.0
3.952,,,,0.0,3.952,,,,0.0,3.952,,,,0.0,3.952,,,,0.0
3.954,,,,0.0,3.954,,,,0.0,3.954,,,,0.0,3.954,,,,0.0
3.956,,,,0.0,3.956,,,,0.0,3.956,,,,0.0,3.956,,,,0.0
3.958,,,,0.0,3.958,,,,0.0,3.958,,,,0.0,3.958,,,,0.0
3.960,0.16,0.09,-2.64E-14,0.0,3.960,0.25,0.11,-0.04,0.0,3.960,0.19,0.09,-8.33E-15,0.0,3.960,0.19,0.08,0.20,0.0
3.962,,,,0.0,3.962,,,,0.0,3.962,,,,0.0,3.962,,,,0.0
3.964,,,,0.0,3.964,,,,0.0,3.964,,,,0.0,3.964,,,,0.0
3.966,,,,0.0,3.966,,,,0.0,3.966,,,,0.0,3.966,,,,0.0
3.968,,,,0.0,3.968,,,,0.0,3.968,,,,0.0,3.968,,,,0.0
3.970,0.16,0.09,6.25E-15,0.0,3.970,0.25,0.10,-0.10,0.0,3.970,0.19,0.09,-4.16E-15,0.0,3.970,0.19,0.09,0.16,0.0
3.972,,,,0.0,3.972,,,,0.0,3.972,,,,0.0,3.972,,,,0.0
3.974,,,,0.0,3.974,,,,0.0,3.974,,,,0.0,3.974,,,,0.0
3.976,,,,0.0,3.976,,,,0.0,3.976,,,,0.0,3.976,,,,0.0
3.978,,,,0.0,3.978,,,,0.0,3.978,,,,0.0,3.978,,,,0.0
3.980,0.16,0.09,3.89E-14,0.0,3.980,0.25,0.10,-0.06,0.0,3.980,0.19,0.09,-0.01,0.0,3.980,0.20,0.09,0.06,0.0
3.982,,,,0.0,3.982,,,,0.0,3.982,,,,0.0,3.982,,,,0.0
3.984,,,,0.0,3.984,,,,0.0,3.984,,,,0.0,3.984,,,,0.0
3.986,,,,0.0,3.986,,,,0.0,3.986,,,,0.0,3.986,,,,0.0
3.988,,,,0.0,3.988,,,,0.0,3.988,,,,0.0,3.988,,,,0.0
3.990,0.16,0.09,7.63E-15,0.0,3.990,0.25,0.10,-0.01,0.0,3.990,0.19,0.09,0.03,0.0,3.990,0.20,0.09,-1.73E-14,0.0
3.992,,,,0.0,3.992,,,,0.0,3.992,,,,0.0,3.992,,,,0.0
3.994,,,,0.0,3.994,,,,0.0,3.994,,,,0.0,3.994,,,,0.0
3.996,,,,0.0,3.996,,,,0.0,3.996,,,,0.0,3.996,,,,0.0
3.998,,,,0.0,3.998,,,,0.0,3.998,,,,0.0,3.998,,,,0.0
4.000,0.16,0.09,-7.63E-14,0.0,4.000,0.25,0.10,0.03,0.0,4.000,0.19,0.09,0.13,0.0,4.000,0.20,0.09,0.01,0.0
4.002,,,,0.0,4.002,,,,0.0,4.002,,,,0.0,4.002,,,,0.0
4.004,,,,0.0,4.004,,,,0.0,4.004,,,,0.0,4.004,,,,0.0
4.006,,,,0.0,4.006,,,,0.0,4.006,,,,0.0,4.006,,,,0.0
4.008,,,,0.0,4.008,,,,0.0,4.008,,,,0.0,4.008,,,,0.0
4.010,0.16,0.09,-9.30E-14,0.0,4.010,0.26,0.10,0.14,0.0,4.010,0.19,0.09,0.21,0.0,4.010,0.20,0.09,-0.03,0.0
4.012,,,,0.0,4.012,,,,0.0,4.012,,,,0.0,4.012,,,,0.0
4.014,,,,0.0,4.014,,,,0.0,4.014,,,,0.0,4.014,,,,0.0
4.016,,,,0.0,4.016,,,,0.0,4.016,,,,0.0,4.016,,,,0.0
4.018,,,,0.0,4.018,,,,0.0,4.018,,,,0.0,4.018,,,,0.0
4.020,0.17,0.09,2.29E-14,0.0,4.020,0.26,0.11,0.17,0.0,4.020,0.19,0.09,0.12,0.0,4.020,0.20,0.09,-0.14,0.0
4.022,,,,0.0,4.022,,,,0.0,4.022,,,,0.0,4.022,,,,0.0
4.024,,,,0.0,4.024,,,,0.0,4.024,,,,0.0,4.024,,,,0.0
4.026,,,,0.0,4.026,,,,0.0,4.026,,,,0.0,4.026,,,,0.0
4.028,,,,0.0,4.028,,,,0.0,4.028,,,,0.0,4.028,,,,0.0
4.030,0.17,0.09,2.26E-13,0.0,4.030,0.26,0.11,0.03,0.0,4.030,0.20,0.09,-0.05,0.0,4.030,0.20,0.08,-0.17,0.0
4.032,,,,0.0,4.032,,,,0.0,4.032,,,,0.0,4.032,,,,0.0
4.034,,,,0.0,4.034,,,,0.0,4.034,,,,0.0,4.034,,,,0.0
4.036,,,,0.0,4.036,,,,0.0,4.036,,,,0.0,4.036,,,,0.0
4.038,,,,0.0,4.038,,,,0.0,4.038,,,,0.0,4.038,,,,0.0
4.040,0.17,0.09,1.86E-13,0.0,4.040,0.26,0.11,-0.15,0.0,4.040,0.20,0.09,-0.06,0.0,4.040,0.20,0.08,-0.03,0.0
4.042,,,,0.0,4.042,,,,0.0,4.042,,,,0.0,4.042,,,,0.0
4.044,,,,0.0,4.044,,,,0.0,4.044,,,,0.0,4.044,,,,0.0
4.046,,,,0.0,4.046,,,,0.0,4.046,,,,0.0,4.046,,,,0.0
4.048,,,,0.0,4.048,,,,0.0,4.048,,,,0.0,4.048,,,,0.0
4.050,0.17,0.09,-4.65E-14,0.0,4.050,0.26,0.10,-0.13,0.0,4.050,0.20,0.09,0.04,0.0,4.050,0.20,0.08,0.15,0.0
4.052,,,,0.0,4.052,,,,0.0,4.052,,,,0.0,4.052,,,,0.0
4.054,,,,0.0,4.054,,,,0.0,4.054,,,,0.0,4.054,,,,0.0
4.056,,,,0.0,4.056,,,,0.0,4.056,,,,0.0,4.056,,,,0.0
4.058,,,,0.0,4.058,,,,0.0,4.058,,,,0.0,4.058,,,,0.0
4.060,0.17,0.09,-1.71E-13,0.0,4.060,0.26,0.10,0.08,0.0,4.060,0.20,0.09,0.10,0.0,4.060,0.20,0.09,0.12,0.0
4.062,,,,0.0,4.062,,,,0.0,4.062,,,,0.0,4.062,,,,0.0
4.064,,,,0.0,4.064,,,,0.0,4.064,,,,0.0,4.064,,,,0.0
4.066,,,,0.0,4.066,,,,0.0,4.066,,,,0.0,4.066,,,,0.0
4.068,,,,0.0,4.068,,,,0.0,4.068,,,,0.0,4.068,,,,0.0
4.070,0.17,0.09,-7.77E-14,0.0,4.070,0.26,0.11,0.20,0.0,4.070,0.20,0.09,0.06,0.0,4.070,0.20,0.09,-0.06,0.0
4.072,,,,0.0,4.072,,,,0.0,4.072,,,,0.0,4.072,,,,0.0
4.074,,,,0.0,4.074,,,,0.0,4.074,,,,0.0,4.074,,,,0.0
4.076,,,,0.0,4.076,,,,0.0,4.076,,,,0.0,4.076,,,,0.0
4.078,,,,0.0,4.078,,,,0.0,4.078,,,,0.0,4.078,,,,0.0
4.080,0.17,0.09,1.71E-13,0.0,4.080,0.26,0.11,0.16,0.0,4.080,0.20,0.09,6.66E-14,0.0,4.080,0.20,0.08,-0.03,0.0
4.082,,,,0.0,4.082,,,,0.0,4.082,,,,0.0,4.082,,,,0.0
4.084,,,,0.0,4.084,,,,0.0,4.084,,,,0.0,4.084,,,,0.0
4.086,,,,0.0,4.086,,,,0.0,4.086,,,,0.0,4.086,,,,0.0
4.088,,,,0.0,4.088,,,,0.0,4.088,,,,0.0,4.088,,,,0.0
4.090,0.17,0.09,2.02E-13,0.0,4.090,0.26,0.11,0.06,0.0,4.090,0.20,0.09,1.25E-13,0.0,4.090,0.20,0.08,0.13,0.0
4.092,,,,0.0,4.092,,,,0.0,4.092,,,,0.0,4.092,,,,0.0
4.094,,,,0.0,4.094,,,,0.0,4.094,,,,0.0,4.094,,,,0.0
4.096,,,,0.0,4.096,,,,0.0,4.096,,,,0.0,4.096,,,,0.0
4.098,,,,0.0,4.098,,,,0.0,4.098,,,,0.0,4.098,,,,0.0
4.100,0.17,0.09,-5.55E-15,0.0,4.100,0.27,0.11,-1.27E-13,0.0,4.100,0.20,0.09,-0.01,0.0,4.100,0.21,0.09,0.21,0.0
4.102,,,,0.0,4.102,,,,0.0,4.102,,,,0.0,4.102,,,,0.0
4.104,,,,0.0,4.104,,,,0.0,4.104,,,,0.0,4.104,,,,0.0
4.106,,,,0.0,4.106,,,,0.0,4.106,,,,0.0,4.106,,,,0.0
4.108,,,,0.0,4.108,,,,0.0,4.108,,,,0.0,4.108,,,,0.0
4.110,0.17,0.09,-1.99E-13,0.0,4.110,0.27,0.11,8.05E-14,0.0,4.110,0.20,0.09,0.04,0.0,4.110,0.21,0.09,0.11,0.0
4.112,,,,0.0,4.112,,,,0.0,4.112,,,,0.0,4.112,,,,0.0
4.114,,,,0.0,4.114,,,,0.0,4.114,,,,0.0,4.114,,,,0.0
4.116,,,,0.0,4.116,,,,0.0,4.116,,,,0.0,4.116,,,,0.0
4.118,,,,0.0,4.118,,,,0.0,4.118,,,,0.0,4.118,,,,0.0
4.120,0.17,0.09,-2.03E-13,0.0,4.120,0.27,0.11,-0.01,0.0,4.120,0.20,0.09,0.10,0.0,4.120,0.21,0.09,-1.30E-5,0.0
4.122,,,,0.0,4.122,,,,0.0,4.122,,,,0.0,4.122,,,,0.0
4.124,,,,0.0,4.124,,,,0.0,4.124,,,,0.0,4.124,,,,0.0
4.126,,,,0.0,4.126,,,,0.0,4.126,,,,0.0,4.126,,,,0.0
4.128,,,,0.0,4.128,,,,0.0,4.128,,,,0.0,4.128,,,,0.0
4.130,0.18,0.09,-1.18E-14,0.0,4.130,0.27,0.11,0.04,0.0,4.130,0.21,0.09,0.10,0.0,4.130,0.21,0.09,0.01,0.0
4.132,,,,0.0,4.132,,,,0.0,4.132,,,,0.0,4.132,,,,0.0
4.134,,,,0.0,4.134,,,,0.0,4.134,,,,0.0,4.134,,,,0.0
4.136,,,,0.0,4.136,,,,0.0,4.136,,,,0.0,4.136,,,,0.0
4.138,,,,0.0,4.138,,,,0.0,4.138,,,,0.0,4.138,,,,0.0
4.140,0.18,0.09,5.83E-14,0.0,4.140,0.27,0.11,0.10,0.0,4.140,0.21,0.09,0.06,0.0,4.140,0.21,0.09,-0.04,0.0
4.142,,,,0.0,4.142,,,,0.0,4.142,,,,0.0,4.142,,,,0.0
4.144,,,,0.0,4.144,,,,0.0,4.144,,,,0.0,4.144,,,,0.0
4.146,,,,0.0,4.146,,,,0.0,4.146,,,,0.0,4.146,,,,0.0
4.148,,,,0.0,4.148,,,,0.0,4.148,,,,0.0,4.148,,,,0.0
4.150,0.18,0.09,-6.31E-14,0.0,4.150,0.27,0.11,0.10,0.0,4.150,0.21,0.09,-7.08E-14,0.0,4.150,0.21,0.09,-0.10,0.0
4.152,,,,0.0,4.152,,,,0.0,4.152,,,,0.0,4.152,,,,0.0
4.154,,,,0.0,4.154,,,,0.0,4.154,,,,0.0,4.154,,,,0.0
4.156,,,,0.0,4.156,,,,0.0,4.156,,,,0.0,4.156,,,,0.0
4.158,,,,0.0,4.158,,,,0.0,4.158,,,,0.0,4.158,,,,0.0
4.160,0.18,0.09,-0.01,0.0,4.160,0.27,0.11,0.07,0.0,4.160,0.21,0.09,-1.03E-13,0.0,4.160,0.21,0.09,-0.10,0.0
4.162,,,,0.0,4.162,,,,0.0,4.162,,,,0.0,4.162,,,,0.0
4.164,,,,0.0,4.164,,,,0.0,4.164,,,,0.0,4.164,,,,0.0
4.166,,,,0.0,4.166,,,,0.0,4.166,,,,0.0,4.166,,,,0.0
4.168,,,,0.0,4.168,,,,0.0,4.168,,,,0.0,4.168,,,,0.0
4.170,0.18,0.09,0.03,0.0,4.170,0.27,0.11,-0.04,0.0,4.170,0.21,0.09,1.11E-14,0.0,4.170,0.21,0.09,-0.06,0.0
4.172,,,,0.0,4.172,,,,0.0,4.172,,,,0.0,4.172,,,,0.0
4.174,,,,0.0,4.174,,,,0.0,4.174,,,,0.0,4.174,,,,0.0
4.176,,,,0.0,4.176,,,,0.0,4.176,,,,0.0,4.176,,,,0.0
4.178,,,,0.0,4.178,,,,0.0,4.178,,,,0.0,4.178,,,,0.0
4.180,0.18,0.09,0.14,0.0,4.180,0.27,0.11,-0.11,0.0,4.180,0.21,0.09,1.28E-13,0.0,4.180,0.21,0.09,1.33E-13,0.0
4.182,,,,0.0,4.182,,,,0.0,4.182,,,,0.0,4.182,,,,0.0
4.184,,,,0.0,4.184,,,,0.0,4.184,,,,0.0,4.184,,,,0.0
4.186,,,,0.0,4.186,,,,0.0,4.186,,,,0.0,4.186,,,,0.0
4.188,,,,0.0,4.188,,,,0.0,4.188,,,,0.0,4.188,,,,0.0
4.190,0.18,0.09,0.21,0.0,4.190,0.28,0.11,-0.08,0.0,4.190,0.21,0.09,1.17E-13,0.0,4.190,0.21,0.09,-0.01,0.0
4.192,,,,0.0,4.192,,,,0.0,4.192,,,,0.0,4.192,,,,0.0
4.194,,,,0.0,4.194,,,,0.0,4.194,,,,0.0,4.194,,,,0.0
4.196,,,,0.0,4.196,,,,0.0,4.196,,,,0.0,4.196,,,,0.0
4.198,,,,0.0,4.198,,,,0.0,4.198,,,,0.0,4.198,,,,0.0
4.200,0.18,0.09,0.12,0.0,4.200,0.28,0.11,0.08,0.0,4.200,0.21,0.09,0.00,0.0,4.200,0.21,0.09,0.03,0.0
4.202,,,,0.0,4.202,,,,0.0,4.202,,,,0.0,4.202,,,,0.0
4.204,,,,0.0,4.204,,,,0.0,4.204,,,,0.0,4.204,,,,0.0
4.206,,,,0.0,4.206,,,,0.0,4.206,,,,0.0,4.206,,,,0.0
4.208,,,,0.0,4.208,,,,0.0,4.208,,,,0.0,4.208,,,,0.0
4.210,0.18,0.09,-0.05,0.0,4.210,0.28,0.11,0.21,0.0,4.210,0.21,0.09,-8.05E-14,0.0,4.210,0.21,0.09,0.13,0.0
4.212,,,,0.0,4.212,,,,0.0,4.212,,,,0.0,4.212,,,,0.0
4.214,,,,0.0,4.214,,,,0.0,4.214,,,,0.0,4.214,,,,0.0
4.216,,,,0.0,4.216,,,,0.0,4.216,,,,0.0,4.216,,,,0.0
4.218,,,,0.0,4.218,,,,0.0,4.218,,,,0.0,4.218,,,,0.0
4.220,0.18,0.09,-0.06,0.0,4.220,0.28,0.11,0.12,0.0,4.220,0.21,0.09,-1.17E-13,0.0,4.220,0.22,0.09,0.21,0.0
4.222,,,,0.0,4.222,,,,0.0,4.222,,,,0.0,4.222,,,,0.0
4.224,,,,0.0,4.224,,,,0.0,4.224,,,,0.0,4.224,,,,0.0
4.226,,,,0.0,4.226,,,,0.0,4.226,,,,0.0,4.226,,,,0.0
4.228,,,,0.0,4.228,,,,0.0,4.228,,,,0.0,4.228,,,,0.0
4.230,0.18,0.09,0.04,0.0,4.230,0.28,0.12,-0.04,0.0,4.230,0.21,0.09,-7.01E-14,0.0,4.230,0.22,0.09,0.13,0.0
4.232,,,,0.0,4.232,,,,0.0,4.232,,,,0.0,4.232,,,,0.0
4.234,,,,0.0,4.234,,,,0.0,4.234,,,,0.0,4.234,,,,0.0
4.236,,,,0.0,4.236,,,,0.0,4.236,,,,0.0,4.236,,,,0.0
4.238,,,,0.0,4.238,,,,0.0,4.238,,,,0.0,4.238,,,,0.0
4.240,0.18,0.09,0.10,0.0,4.240,0.28,0.11,-0.11,0.0,4.240,0.22,0.09,0.01,0.0,4.240,0.22,0.09,-0.08,0.0
4.242,,,,0.0,4.242,,,,0.0,4.242,,,,0.0,4.242,,,,0.0
4.244,,,,0.0,4.244,,,,0.0,4.244,,,,0.0,4.244,,,,0.0
4.246,,,,0.0,4.246,,,,0.0,4.246,,,,0.0,4.246,,,,0.0
4.248,,,,0.0,4.248,,,,0.0,4.248,,,,0.0,4.248,,,,0.0
4.250,0.19,0.09,0.05,0.0,4.250,0.28,0.11,-0.06,0.0,4.250,0.22,0.09,-0.04,0.0,4.250,0.22,0.09,-0.20,0.0
4.252,,,,0.0,4.252,,,,0.0,4.252,,,,0.0,4.252,,,,0.0
4.254,,,,0.0,4.254,,,,0.0,4.254,,,,0.0,4.254,,,,0.0
4.256,,,,0.0,4.256,,,,0.0,4.256,,,,0.0,4.256,,,,0.0
4.258,,,,0.0,4.258,,,,0.0,4.258,,,,0.0,4.258,,,,0.0
4.260,0.19,0.09,0.04,0.0,4.260,0.28,0.11,-2.22E-13,0.0,4.260,0.22,0.10,-0.10,0.0,4.260,0.22,0.09,-0.16,0.0
4.262,,,,0.0,4.262,,,,0.0,4.262,,,,0.0,4.262,,,,0.0
4.264,,,,0.0,4.264,,,,0.0,4.264,,,,0.0,4.264,,,,0.0
4.266,,,,0.0,4.266,,,,0.0,4.266,,,,0.0,4.266,,,,0.0
4.268,,,,0.0,4.268,,,,0.0,4.268,,,,0.0,4.268,,,,0.0
4.270,0.19,0.09,0.10,0.0,4.270,0.28,0.11,-0.01,0.0,4.270,0.22,0.09,-0.07,0.0,4.270,0.22,0.09,-0.07,0.0
4.272,,,,0.0,4.272,,,,0.0,4.272,,,,0.0,4.272,,,,0.0
4.274,,,,0.0,4.274,,,,0.0,4.274,,,,0.0,4.274,,,,0.0
4.276,,,,0.0,4.276,,,,0.0,4.276,,,,0.0,4.276,,,,0.0
4.278,,,,0.0,4.278,,,,0.0,4.278,,,,0.0,4.278,,,,0.0
4.280,0.19,0.09,0.06,0.0,4.280,0.29,0.11,0.04,0.0,4.280,0.22,0.09,0.08,0.0,4.280,0.22,0.09,0.03,0.0
4.282,,,,0.0,4.282,,,,0.0,4.282,,,,0.0,4.282,,,,0.0
4.284,,,,0.0,4.284,,,,0.0,4.284,,,,0.0,4.284,,,,0.0
4.286,,,,0.0,4.286,,,,0.0,4.286,,,,0.0,4.286,,,,0.0
4.288,,,,0.0,4.288,,,,0.0,4.288,,,,0.0,4.288,,,,0.0
4.290,0.19,0.10,-0.04,0.0,4.290,0.29,0.11,0.10,0.0,4.290,0.22,0.09,0.21,0.0,4.290,0.22,0.09,0.13,0.0
4.292,,,,0.0,4.292,,,,0.0,4.292,,,,0.0,4.292,,,,0.0
4.294,,,,0.0,4.294,,,,0.0,4.294,,,,0.0,4.294,,,,0.0
4.296,,,,0.0,4.296,,,,0.0,4.296,,,,0.0,4.296,,,,0.0
4.298,,,,0.0,4.298,,,,0.0,4.298,,,,0.0,4.298,,,,0.0
4.300,0.19,0.09,-0.11,0.0,4.300,0.29,0.11,0.12,0.0,4.300,0.22,0.10,0.12,0.0,4.300,0.22,0.09,0.21,0.0
4.302,,,,0.0,4.302,,,,0.0,4.302,,,,0.0,4.302,,,,0.0
4.304,,,,0.0,4.304,,,,0.0,4.304,,,,0.0,4.304,,,,0.0
4.306,,,,0.0,4.306,,,,0.0,4.306,,,,0.0,4.306,,,,0.0
4.308,,,,0.0,4.308,,,,0.0,4.308,,,,0.0,4.308,,,,0.0
4.310,0.19,0.09,-0.02,0.0,4.310,0.29,0.11,0.02,0.0,4.310,0.22,0.10,-0.04,0.0,4.310,0.22,0.09,0.13,0.0
4.312,,,,0.0,4.312,,,,0.0,4.312,,,,0.0,4.312,,,,0.0
4.314,,,,0.0,4.314,,,,0.0,4.314,,,,0.0,4.314,,,,0.0
4.316,,,,0.0,4.316,,,,0.0,4.316,,,,0.0,4.316,,,,0.0
4.318,,,,0.0,4.318,,,,0.0,4.318,,,,0.0,4.318,,,,0.0
4.320,0.19,0.09,0.10,0.0,4.320,0.29,0.12,-0.11,0.0,4.320,0.22,0.09,-0.10,0.0,4.320,0.22,0.09,-0.08,0.0
4.322,,,,0.0,4.322,,,,0.0,4.322,,,,0.0,4.322,,,,0.0
4.324,,,,0.0,4.324,,,,0.0,4.324,,,,0.0,4.324,,,,0.0
4.326,,,,0.0,4.326,,,,0.0,4.326,,,,0.0,4.326,,,,0.0
4.328,,,,0.0,4.328,,,,0.0,4.328,,,,0.0,4.328,,,,0.0
4.330,0.19,0.09,0.10,0.0,4.330,0.29,0.11,-0.07,0.0,4.330,0.22,0.09,-0.06,0.0,4.330,0.23,0.09,-0.20,0.0
4.332,,,,0.0,4.332,,,,0.0,4.332,,,,0.0,4.332,,,,0.0
4.334,,,,0.0,4.334,,,,0.0,4.334,,,,0.0,4.334,,,,0.0
4.336,,,,0.0,4.336,,,,0.0,4.336,,,,0.0,4.336,,,,0.0
4.338,,,,0.0,4.338,,,,0.0,4.338,,,,0.0,4.338,,,,0.0
4.340,0.19,0.09,0.06,0.0,4.340,0.29,0.11,0.05,0.0,4.340,0.22,0.09,0.01,0.0,4.340,0.23,0.09,-0.16,0.0
4.342,,,,0.0,4.342,,,,0.0,4.342,,,,0.0,4.342,,,,0.0
4.344,,,,0.0,4.344,,,,0.0,4.344,,,,0.0,4.344,,,,0.0
4.346,,,,0.0,4.346,,,,0.0,4.346,,,,0.0,4.346,,,,0.0
4.348,,,,0.0,4.348,,,,0.0,4.348,,,,0.0,4.348,,,,0.0
4.350,0.20,0.09,-0.04,0.0,4.350,0.29,0.11,0.08,0.0,4.350,0.23,0.09,-0.04,0.0,4.350,0.23,0.09,-0.06,0.0
4.352,,,,0.0,4.352,,,,0.0,4.352,,,,0.0,4.352,,,,0.0
4.354,,,,0.0,4.354,,,,0.0,4.354,,,,0.0,4.354,,,,0.0
4.356,,,,0.0,4.356,,,,0.0,4.356,,,,0.0,4.356,,,,0.0
4.358,,,,0.0,4.358,,,,0.0,4.358,,,,0.0,4.358,,,,0.0
4.360,0.20,0.10,-0.10,0.0,4.360,0.29,0.12,-0.09,0.0,4.360,0.23,0.10,-0.10,0.0,4.360,0.23,0.09,-0.01,0.0
4.362,,,,0.0,4.362,,,,0.0,4.362,,,,0.0,4.362,,,,0.0
4.364,,,,0.0,4.364,,,,0.0,4.364,,,,0.0,4.364,,,,0.0
4.366,,,,0.0,4.366,,,,0.0,4.366,,,,0.0,4.366,,,,0.0
4.368,,,,0.0,4.368,,,,0.0,4.368,,,,0.0,4.368,,,,0.0
4.370,0.20,0.09,-0.11,0.0,4.370,0.30,0.11,-0.17,0.0,4.370,0.23,0.09,-0.07,0.0,4.370,0.23,0.09,0.04,0.0
4.372,,,,0.0,4.372,,,,0.0,4.372,,,,0.0,4.372,,,,0.0
4.374,,,,0.0,4.374,,,,0.0,4.374,,,,0.0,4.374,,,,0.0
4.376,,,,0.0,4.376,,,,0.0,4.376,,,,0.0,4.376,,,,0.0
4.378,,,,0.0,4.378,,,,0.0,4.378,,,,0.0,4.378,,,,0.0
4.380,0.20,0.09,-0.02,0.0,4.380,0.30,0.11,-0.02,0.0,4.380,0.23,0.09,0.08,0.0,4.380,0.23,0.09,0.10,0.0
4.382,,,,0.0,4.382,,,,0.0,4.382,,,,0.0,4.382,,,,0.0
4.384,,,,0.0,4.384,,,,0.0,4.384,,,,0.0,4.384,,,,0.0
4.386,,,,0.0,4.386,,,,0.0,4.386,,,,0.0,4.386,,,,0.0
4.388,,,,0.0,4.388,,,,0.0,4.388,,,,0.0,4.388,,,,0.0
4.390,0.20,0.09,0.10,0.0,4.390,0.30,0.11,0.12,0.0,4.390,0.23,0.09,0.21,0.0,4.390,0.23,0.09,0.10,0.0
4.392,,,,0.0,4.392,,,,0.0,4.392,,,,0.0,4.392,,,,0.0
4.394,,,,0.0,4.394,,,,0.0,4.394,,,,0.0,4.394,,,,0.0
4.396,,,,0.0,4.396,,,,0.0,4.396,,,,0.0,4.396,,,,0.0
4.398,,,,0.0,4.398,,,,0.0,4.398,,,,0.0,4.398,,,,0.0
4.400,0.20,0.09,0.06,0.0,4.400,0.30,0.12,0.03,0.0,4.400,0.23,0.10,0.12,0.0,4.400,0.23,0.09,0.06,0.0
4.402,,,,0.0,4.402,,,,0.0,4.402,,,,0.0,4.402,,,,0.0
4.404,,,,0.0,4.404,,,,0.0,4.404,,,,0.0,4.404,,,,0.0
4.406,,,,0.0,4.406,,,,0.0,4.406,,,,0.0,4.406,,,,0.0
4.408,,,,0.0,4.408,,,,0.0,4.408,,,,0.0,4.408,,,,0.0
4.410,0.20,0.10,-0.04,0.0,4.410,0.30,0.11,-0.15,0.0,4.410,0.23,0.10,-0.04,0.0,4.410,0.23,0.09,-1.31E-5,0.0
4.412,,,,0.0,4.412,,,,0.0,4.412,,,,0.0,4.412,,,,0.0
4.414,,,,0.0,4.414,,,,0.0,4.414,,,,0.0,4.414,,,,0.0
4.416,,,,0.0,4.416,,,,0.0,4.416,,,,0.0,4.416,,,,0.0
4.418,,,,0.0,4.418,,,,0.0,4.418,,,,0.0,4.418,,,,0.0
